TIMETOWK,GCDWORK,TRIPPURP,WHYTO,WKFMHMXX,DRIVER,WRKTRANS,NWALKTRP,HHSIZE,WHYTRP1S,WHYFROM,NBIKETRP,R_AGE,CNTTDTR,WRKCOUNT,URBRUR,HHFAMINC,WEBUSE,HOUSEID,PERSONID,HHFAMINC2
-1,-1,2,26,0,1,1,-1,5,6,0,-1,3,3,1,0,14,0,15141587,3,1
-1,-1,1,2,0,0,1,4,1,1,23,0,76,5,0,0,13,0,13547239,1,1
40,25,2,3,0,0,6,15,2,3,4,0,53,5,1,1,12,0,10872662,2,1
-1,-1,1,7,0,1,1,7,3,6,30,0,52,5,0,0,13,0,14475502,2,1
-1,-1,0,4,0,0,1,14,2,3,0,0,24,3,0,0,14,1,15010508,1,1
-1,-1,0,0,0,0,1,5,4,0,1,0,31,9,1,0,14,1,14630196,2,1
40,15,1,11,0,0,0,3,4,5,4,0,33,6,1,0,14,6,12175291,2,1
8,2,0,6,0,0,0,60,2,5,22,0,17,13,2,0,14,3,10845778,3,1
12,3,1,21,0,0,0,7,2,6,1,7,22,6,2,0,14,3,14363690,1,1
5,1,0,1,0,0,2,3,4,1,6,0,25,7,4,0,14,1,14418844,2,1
37,31,2,3,0,0,0,1,2,3,8,0,41,4,1,0,12,1,14304174,1,1
-1,-1,2,3,0,0,1,7,2,2,2,0,79,2,0,0,14,1,10105780,2,1
-1,-1,1,25,0,0,1,0,2,3,0,3,77,7,0,1,12,0,10278004,1,1
-1,-1,0,4,0,1,1,-1,5,3,8,-1,11,6,1,0,14,0,10829161,3,1
40,16,1,7,0,0,0,0,2,3,4,0,44,8,1,0,12,0,10573240,1,1
-1,-1,3,21,0,1,1,-1,4,6,0,-1,0,10,0,0,12,0,15531245,4,1
35,-1,1,6,0,0,6,0,1,0,23,0,46,6,1,0,14,5,13382902,1,1
1,0,0,0,0,0,2,2,4,0,1,0,46,2,2,0,14,1,13363303,1,1
40,16,1,3,0,0,0,0,2,3,11,0,44,8,1,0,12,0,10573240,1,1
-1,-1,1,3,0,0,1,1,2,3,12,0,63,6,0,0,14,0,14945452,1,1
25,3,3,2,0,0,0,3,3,2,2,0,30,6,1,0,14,4,12066915,1,1
-1,-1,2,10,0,1,1,-1,4,5,2,-1,5,4,2,1,14,0,13359511,4,1
-1,-1,2,3,0,0,1,0,2,3,10,0,60,4,2,0,13,3,13514570,1,1
17,6,1,3,0,0,0,0,1,3,12,0,53,3,1,0,14,2,12111827,1,1
15,24,1,11,0,0,3,0,3,7,3,5,30,10,1,0,14,1,13346717,2,1
-1,-1,1,16,0,0,1,7,2,3,35,0,73,3,0,0,14,0,13483742,1,1
5,7,4,8,0,0,5,0,5,5,1,0,31,6,2,0,14,0,14746967,2,1
-1,-1,1,2,0,0,1,2,4,2,14,0,32,6,0,0,12,2,15531245,1,1
20,7,0,3,0,0,0,3,4,1,7,0,29,13,3,0,14,3,14833661,1,1
40,16,1,3,0,0,0,0,2,3,10,0,44,8,1,0,12,0,10573240,1,1
-1,-1,0,5,0,1,1,-1,4,4,4,-1,1,4,3,0,14,0,14833661,2,1
30,11,2,5,4,0,0,1,1,4,0,1,46,8,1,0,14,1,10955725,1,1
-1,-1,3,22,0,1,1,10,3,6,0,0,53,4,0,0,12,0,14810103,2,1
-1,-1,1,18,0,0,1,4,4,6,4,0,43,9,1,0,14,4,10646096,1,1
-1,-1,1,11,0,0,1,0,4,4,3,0,30,6,1,0,14,2,12175291,1,1
15,3,3,8,0,0,4,2,3,2,8,0,36,4,2,0,13,0,10554043,2,1
-1,-1,2,10,0,0,1,3,5,4,0,0,58,11,1,0,12,1,14989401,1,1
-1,-1,1,4,0,0,1,3,1,4,16,0,74,3,0,0,13,0,10721614,1,1
25,3,1,20,0,0,0,3,3,3,0,0,30,6,1,0,14,4,12066915,1,1
-1,-1,2,11,0,0,1,5,1,3,0,0,36,6,1,0,14,1,10136159,1,1
-1,-1,3,22,0,0,1,10,3,6,0,0,70,4,0,0,12,0,14810103,2,1
3,2,1,13,0,0,4,4,4,9,0,0,49,3,2,0,14,0,13363303,2,1
-1,-1,0,3,0,0,1,0,3,3,6,0,70,4,1,0,13,0,14968189,2,1
12,9,1,16,0,0,3,2,4,1,3,0,37,4,2,0,14,0,13423001,1,1
-1,-1,2,13,0,1,1,-1,4,8,0,-1,4,4,2,0,12,0,11801052,3,1
14,5,4,2,0,0,0,1,1,2,0,0,42,4,1,0,12,2,10788122,1,1
12,3,3,18,0,0,0,7,2,5,0,7,22,6,2,0,14,3,14363690,1,1
19,6,0,17,0,0,0,0,3,10,0,0,34,4,1,0,12,2,10238688,1,1
-1,-1,1,16,0,0,1,2,2,6,24,0,22,3,1,0,13,1,12239876,1,1
-1,-1,2,10,0,1,1,-1,4,4,18,-1,5,4,2,1,14,0,13359511,4,1
25,11,1,3,0,0,3,2,6,2,10,0,27,4,2,0,12,1,15041829,2,1
-1,-1,1,8,0,0,1,3,5,3,18,0,58,12,1,0,12,1,14989401,1,1
-1,-1,0,1,0,0,1,0,2,1,0,0,70,5,0,1,14,1,12176841,1,1
-1,-1,3,3,0,1,1,-1,4,3,10,-1,3,5,0,0,12,0,15531245,3,1
40,15,1,10,0,0,0,3,4,5,7,0,33,6,1,0,14,6,12175291,2,1
-1,-1,1,17,0,0,1,7,2,6,13,0,74,4,0,0,14,0,13483742,1,1
-1,-1,0,15,0,0,1,7,2,4,1,2,82,7,0,0,12,0,15367211,1,1
-1,-1,0,3,0,0,1,4,4,3,18,0,43,9,1,0,14,4,10646096,1,1
-1,0,2,22,0,0,1,7,5,6,0,4,34,10,1,0,14,1,15141587,1,1
-1,-1,1,11,0,1,1,-1,5,7,0,-1,8,3,2,0,14,0,14746967,3,1
-1,-1,0,30,0,0,1,3,3,1,10,0,57,5,2,0,13,0,10554043,1,1
45,8,1,8,0,0,0,2,4,3,4,0,31,7,2,0,12,5,11801052,2,1
-1,-1,0,4,0,0,1,0,2,3,0,0,70,8,0,0,14,0,13519315,2,1
20,4,2,2,0,0,0,0,1,2,0,0,48,3,1,0,12,1,10603987,1,1
-1,-1,0,5,0,0,1,0,2,4,0,0,51,2,0,0,13,5,10626342,1,1
46,33,0,3,0,0,2,0,2,3,15,0,53,3,1,0,14,1,10913471,1,1
20,15,1,16,0,0,6,40,2,10,16,0,61,14,1,0,12,0,14662414,1,1
0,-2,0,3,0,0,0,0,2,3,1,0,60,2,1,0,13,1,15211716,1,1
-1,-1,1,22,0,0,1,6,2,1,2,0,72,4,0,0,12,0,10846971,1,1
8,2,1,5,0,0,0,60,2,4,11,0,17,13,2,0,14,3,10845778,3,1
8,2,0,30,0,0,0,60,2,1,2,0,17,13,2,0,14,3,10845778,3,1
9,6,1,2,0,0,3,1,4,2,3,0,38,4,2,0,14,0,13423001,1,1
-1,-1,1,10,0,0,1,7,2,2,21,0,63,8,0,0,14,1,10094745,1,1
55,17,3,8,0,0,15,1,1,2,2,0,60,4,1,0,14,3,15421328,1,1
5,1,1,4,0,0,6,3,2,4,4,0,54,8,2,0,13,0,11933216,1,1
-1,0,2,12,0,0,1,7,5,5,0,5,35,12,1,0,14,1,15141587,1,1
-1,-1,1,12,0,0,1,20,2,7,0,0,26,5,0,0,14,1,15010508,2,1
-1,-1,0,2,0,1,1,-1,4,2,16,-1,8,7,1,0,14,0,10646096,3,1
40,25,3,3,0,0,6,15,2,2,2,0,53,5,1,1,12,0,10872662,2,1
-1,-1,0,5,0,0,1,1,5,4,0,0,46,12,1,0,14,2,10829161,1,1
50,1,1,1,0,0,6,0,3,1,9,0,30,9,2,0,12,0,13419228,1,1
40,25,2,8,0,0,6,15,2,3,0,0,53,5,1,1,12,0,10872662,2,1
-1,-1,1,3,0,0,1,0,4,3,9,0,39,8,1,0,14,0,14095580,2,1
15,6,2,20,0,0,0,2,2,5,0,0,58,4,1,0,14,5,12114825,1,1
-1,-1,1,25,0,2,1,7,3,5,7,7,16,4,1,0,14,2,15062365,3,1
-1,-1,2,6,0,1,1,-1,3,3,4,-1,3,4,1,0,14,0,10598739,3,1
-1,-1,0,3,0,0,1,10,3,3,13,0,51,6,1,0,14,3,15062365,2,1
-1,-1,0,0,0,0,1,3,2,0,0,0,69,5,0,0,12,0,10503797,1,1
-1,-1,1,8,0,0,1,0,4,3,0,0,30,6,1,0,14,2,12175291,1,1
15,24,1,12,0,0,3,0,3,5,0,5,30,10,1,0,14,1,13346717,2,1
-1,-1,0,1,0,0,1,1,2,1,0,0,87,4,0,0,12,0,14559046,1,1
25,5,0,3,0,0,6,0,3,3,5,0,26,9,1,0,12,1,13438498,1,1
48,20,2,7,0,0,6,7,2,3,0,0,41,4,2,1,13,0,10141386,1,1
15,3,1,8,0,0,0,8,1,5,3,0,33,3,1,0,14,1,10998925,1,1
-1,-1,2,3,0,0,1,3,2,3,6,1,73,6,0,0,13,0,10855311,1,1
8,2,1,2,0,0,0,0,3,2,18,0,29,2,1,0,14,2,10877452,2,1
-1,-1,0,4,0,0,1,0,1,3,20,0,80,6,0,0,14,0,10631784,1,1
17,13,2,26,0,0,0,3,4,5,1,0,33,4,2,1,14,1,13359511,1,1
40,16,1,4,0,0,0,0,2,1,4,0,44,8,1,0,12,0,10573240,1,1
-1,-1,1,5,0,0,1,14,3,4,0,0,51,8,0,0,14,2,15074470,1,1
8,2,0,6,0,0,0,60,2,5,23,0,17,13,2,0,14,3,10845778,3,1
26,12,1,2,0,0,7,7,3,2,3,0,44,3,2,0,12,3,10477768,1,1
15,7,0,2,0,0,1,6,1,2,0,0,39,4,1,0,12,2,13360156,1,1
-1,-1,1,0,0,0,1,5,2,0,21,0,60,8,0,0,14,2,10094745,1,1
-1,-1,2,10,0,0,1,1,5,4,0,0,46,12,1,0,14,2,10829161,1,1
30,5,1,4,0,0,5,6,2,3,16,1,61,6,2,0,14,1,10519471,2,1
-1,-1,0,3,0,0,1,1,5,3,6,0,46,12,1,0,14,2,10829161,1,1
-1,-1,1,11,0,1,1,-1,4,6,13,-1,6,4,2,0,12,0,11801052,3,1
15,24,1,12,0,0,3,0,3,4,2,5,30,10,1,0,14,1,13346717,2,1
-1,-1,3,21,0,1,1,-1,4,6,0,-1,0,10,0,0,12,0,15531245,4,1
-1,0,1,16,0,0,1,4,3,10,0,0,51,12,1,1,14,1,10799899,1,1
-1,-1,0,8,0,0,1,2,4,5,0,0,39,6,2,0,14,3,12209123,1,1
-1,-1,2,15,0,0,1,2,2,4,0,0,62,8,0,0,14,0,14945452,1,1
-1,-1,0,3,0,1,1,1,4,3,1,0,76,4,1,0,12,1,11995933,2,1
5,1,3,2,0,0,0,29,2,2,2,0,44,6,2,0,14,4,15257545,1,1
-1,-1,0,4,0,0,1,7,2,4,2,0,77,8,0,0,12,4,15178949,1,1
30,9,1,13,0,0,6,3,4,7,15,0,31,8,2,1,13,1,10337723,1,1
15,0,0,6,0,0,6,3,1,5,1,0,45,7,1,0,14,0,13360142,1,1
3,1,0,2,0,1,0,0,4,2,0,0,73,2,2,0,14,0,15007432,3,1
-1,-1,1,6,0,0,1,5,1,2,4,5,71,8,0,0,14,0,15486363,1,1
20,8,0,4,0,0,5,1,3,3,4,0,40,3,2,0,14,1,14245040,1,1
40,15,1,9,0,0,0,3,4,3,1,0,33,6,1,0,14,6,12175291,2,1
-1,-1,0,4,0,0,1,3,5,1,0,0,58,11,1,0,12,1,14989401,1,1
-1,-1,0,29,0,0,1,1,1,1,0,12,52,5,0,0,12,1,10177442,1,1
-1,-1,3,22,0,0,1,4,2,6,0,0,51,2,0,0,14,1,15034241,1,1
-1,-1,0,3,0,2,1,7,3,3,6,0,46,5,0,0,13,0,14475502,3,1
-1,-1,1,18,0,0,1,7,2,3,30,0,63,6,1,0,14,5,14307742,1,1
-1,-1,1,14,0,0,1,7,2,9,6,0,76,6,0,0,14,0,13483742,2,1
15,-1,4,2,0,0,5,0,4,2,2,0,44,4,3,0,14,2,13487508,2,1
14,5,0,3,0,0,0,1,1,3,5,0,42,4,1,0,12,2,10789163,1,1
-1,-1,4,2,0,0,1,0,4,2,0,0,41,2,2,0,14,0,13363303,3,1
-1,-1,2,20,0,0,1,6,2,5,0,0,55,2,0,0,14,2,12330401,1,1
24,0,2,12,0,0,1,-1,4,7,0,0,22,4,2,1,12,3,14214297,2,1
-1,-1,1,4,0,0,1,0,5,4,10,0,27,5,1,0,14,0,15181501,2,1
-1,-1,1,1,0,0,1,4,1,1,29,0,82,8,0,0,14,0,14240540,1,1
75,38,1,5,0,0,0,6,2,4,30,0,50,13,1,0,14,1,13539274,2,1
-1,-1,0,10,0,0,1,2,2,3,0,0,55,2,0,0,13,3,10626342,1,1
18,1,2,4,0,0,4,0,5,3,1,0,48,6,1,0,14,1,10829161,1,1
30,6,4,2,0,0,3,2,3,2,0,0,22,2,2,0,14,3,14678536,1,1
20,9,1,27,0,0,0,5,1,1,34,0,68,6,1,0,12,0,13129657,1,1
25,3,0,1,0,0,0,3,3,1,9,0,30,6,1,0,14,4,12066915,1,1
-1,-1,2,3,0,1,1,-1,5,3,13,-1,9,2,2,0,12,0,14158823,4,1
5,1,1,14,0,0,6,3,2,9,6,0,54,8,2,0,13,0,11933216,1,1
-1,-1,2,3,0,0,1,0,4,3,24,0,43,9,3,0,14,1,13487508,1,1
-1,-1,3,21,0,1,1,-1,4,6,0,-1,9,7,1,0,14,0,10646096,3,1
-1,-1,2,6,0,0,1,2,2,2,16,5,88,2,0,0,13,0,14923085,2,1
5,1,2,8,0,0,0,5,2,6,0,0,23,5,1,0,12,1,11873121,1,1
25,5,0,5,0,0,6,0,3,3,4,0,26,9,1,0,12,1,13438498,1,1
30,14,1,16,0,0,0,0,3,10,16,0,65,8,2,1,13,5,13316569,2,1
-1,-1,2,3,0,1,1,-1,4,3,19,-1,1,4,3,0,14,0,14833661,2,1
5,5,0,3,0,0,0,1,2,3,6,2,38,3,1,0,12,3,12332133,1,1
-1,-1,0,8,0,0,1,7,2,3,4,0,67,9,1,0,14,1,12007338,1,1
20,5,2,7,0,0,0,3,4,5,10,0,18,6,3,0,14,4,15177045,3,1
18,7,2,3,0,0,0,1,2,3,18,0,47,3,2,0,13,1,15046815,1,1
-1,-1,0,3,0,0,1,3,2,3,1,0,76,6,0,0,14,5,14946516,1,1
-1,-1,1,19,0,0,1,6,1,5,20,7,69,7,0,0,13,1,14258086,1,1
15,6,0,1,0,0,6,0,1,0,4,0,29,6,1,0,13,3,14283668,1,1
6,2,1,5,0,0,5,0,4,4,16,0,41,4,2,0,14,0,13423001,2,1
7,2,1,2,0,0,0,0,4,2,5,0,19,5,2,0,13,0,10267914,1,1
-1,-1,0,3,0,0,1,8,2,3,0,0,71,3,0,0,13,3,10343199,1,1
-1,-1,2,24,0,0,1,4,1,4,6,0,82,8,0,0,14,0,14240540,1,1
25,6,0,24,0,0,6,0,2,0,0,3,44,10,2,0,14,2,10845778,1,1
-1,-1,0,5,0,0,1,0,2,4,1,0,69,3,0,0,14,0,14244708,2,1
5,2,1,3,0,2,0,0,4,3,10,0,17,12,3,0,14,1,11846633,4,1
4,1,0,3,0,0,3,3,4,3,2,0,24,9,4,0,14,1,14418844,3,1
-1,0,1,12,0,0,1,70,2,4,33,0,64,7,1,1,14,1,14454217,2,1
35,7,1,10,0,0,0,0,2,6,1,0,47,6,1,0,14,1,10490075,1,1
-1,-1,1,2,0,0,1,11,2,0,6,0,59,6,1,0,14,1,10913471,2,1
-1,-1,2,19,0,0,1,5,1,5,0,0,62,7,0,0,14,4,13454023,1,1
-1,-1,2,3,0,0,1,1,2,3,18,0,71,4,0,0,13,0,10855311,1,1
20,5,4,2,0,0,5,2,3,2,2,0,31,4,2,0,13,0,10554043,3,1
75,38,1,26,0,0,0,6,2,1,6,0,50,13,1,0,14,1,13539274,2,1
40,16,0,3,0,0,0,0,2,3,14,0,44,8,1,0,12,0,10573240,1,1
-1,-1,0,6,0,0,1,1,2,5,0,0,63,6,0,0,13,1,13321303,1,1
20,2,1,11,0,0,3,7,2,7,3,1,63,9,2,0,13,1,13514570,2,1
20,2,1,8,0,0,3,7,2,5,11,1,63,9,2,0,13,1,13514570,2,1
-1,-1,0,5,0,0,1,3,2,4,6,0,60,6,0,0,14,0,15414964,1,1
-1,-1,0,3,0,0,1,4,1,3,11,0,76,5,0,0,13,0,13547281,1,1
14,2,0,4,0,0,0,9,3,4,0,0,48,5,1,0,12,0,10589092,1,1
24,1,2,3,0,0,5,0,5,2,0,0,48,4,1,0,14,1,10829161,1,1
-1,-1,1,1,0,0,1,0,4,1,0,0,42,2,2,0,14,0,13363303,1,1
5,2,3,3,0,2,0,0,4,3,6,0,17,12,3,0,14,1,11846633,4,1
7,4,1,0,0,0,4,3,2,0,4,0,68,6,1,0,14,0,10297162,1,1
-1,-1,1,4,0,0,1,4,4,4,4,0,43,9,1,0,14,4,10646096,1,1
-1,-1,0,4,0,0,1,7,2,3,8,0,63,8,0,0,14,1,10094745,1,1
45,19,0,0,0,0,0,15,2,0,2,0,66,10,2,0,13,0,13253338,1,1
2,0,0,28,1,0,0,1,2,4,0,0,20,4,1,0,13,1,14564376,1,1
11,0,1,3,0,0,0,13,1,3,14,0,61,2,0,0,12,0,10491502,1,1
0,0,0,29,0,0,0,20,2,1,0,0,46,6,2,0,14,1,15257545,1,1
16,5,2,17,0,0,0,14,1,5,3,0,42,5,1,0,14,1,10971499,1,1
5,1,1,6,0,0,6,3,2,5,25,0,54,8,2,0,13,0,11933216,1,1
4,1,1,0,0,0,6,4,4,0,6,0,22,9,4,0,14,1,14418844,3,1
-1,-1,2,3,0,0,1,3,2,3,19,0,84,4,0,0,14,0,12222971,2,1
-1,-1,0,3,0,0,1,3,4,2,1,0,55,7,1,0,12,4,11995933,1,1
-1,-1,1,17,0,0,1,1,2,6,17,0,38,3,1,0,13,0,12243422,1,1
-1,-1,2,5,0,1,1,-1,5,4,9,-1,13,2,2,0,12,0,14158823,3,1
-1,-1,2,15,0,0,1,5,1,5,1,0,62,7,0,0,14,4,13454023,1,1
47,-1,3,7,0,0,0,2,2,4,7,0,22,2,1,0,13,1,12239876,1,1
-1,-1,0,5,0,0,1,0,4,4,7,0,39,8,1,0,14,0,14095580,2,1
-1,-1,1,17,0,0,1,6,2,5,3,0,61,7,0,0,13,2,13321303,1,1
-1,-1,1,10,0,0,1,3,2,5,3,0,56,10,1,0,14,1,13539274,1,1
-1,-1,0,3,0,0,1,3,2,3,6,0,66,4,0,0,13,0,12070837,1,1
-1,-1,2,16,0,1,1,-1,4,7,0,-1,6,4,2,0,12,0,11801052,3,1
-1,-1,2,20,0,0,1,5,2,1,0,1,88,4,0,0,13,0,14933563,1,1
-1,-1,1,2,0,0,1,5,1,2,26,5,71,8,0,0,14,0,15486363,1,1
35,-1,0,3,0,0,6,0,1,2,12,0,46,6,1,0,14,5,13382902,1,1
-1,-1,0,3,0,0,1,0,2,3,5,0,67,2,1,1,13,0,10076143,2,1
-1,-1,0,4,0,1,1,-1,5,3,9,-1,9,6,1,0,14,0,10829161,5,1
25,10,0,0,0,0,0,3,1,0,0,0,49,11,1,0,14,1,11888008,1,1
-1,0,2,19,0,0,1,70,2,5,1,0,64,7,1,1,14,1,14454217,2,1
40,13,0,5,0,0,5,0,2,4,0,0,70,7,2,0,13,5,12249718,2,1
-1,-1,2,3,0,1,1,-1,5,3,18,-1,7,5,1,0,12,0,12162433,3,1
20,6,1,2,0,0,0,0,3,2,3,0,49,2,1,0,14,5,10877452,1,1
-1,0,1,2,0,0,1,14,1,2,20,3,69,3,1,0,12,0,15007278,1,1
-1,-1,0,5,0,0,1,0,2,4,6,0,69,5,0,1,14,1,12176841,1,1
-1,-1,1,8,0,0,1,0,2,4,0,0,64,5,0,0,12,0,13268873,1,1
-1,-1,0,4,0,0,1,7,2,3,5,0,67,3,0,0,12,1,15518358,1,1
-1,-1,0,3,0,0,1,14,2,3,6,0,59,9,0,0,13,5,13321303,2,1
5,1,3,2,0,0,6,3,2,2,3,0,54,8,2,0,13,0,11933216,1,1
10,2,4,2,0,0,0,7,2,2,2,0,43,6,2,0,14,1,10912979,1,1
-1,-1,0,0,0,0,1,3,2,0,0,0,61,7,0,0,14,0,15414964,1,1
-1,0,1,2,0,0,1,7,5,2,13,5,35,12,1,0,14,1,15141587,1,1
3,5,1,5,0,0,2,0,5,5,31,0,38,5,1,0,12,3,12162433,1,1
-1,-1,0,4,0,0,1,7,2,3,3,0,77,6,0,0,14,0,13343172,1,1
15,0,0,6,0,0,6,3,1,5,0,0,45,7,1,0,14,0,13360142,1,1
50,1,1,10,0,0,6,0,3,3,1,0,30,9,2,0,12,0,13419228,1,1
-1,-1,0,4,0,0,1,18,2,4,17,0,83,4,1,0,14,1,14353208,1,1
-1,-1,1,8,0,1,1,-1,4,5,6,-1,8,7,1,0,14,0,10646096,4,1
15,7,0,2,0,0,0,0,2,2,0,0,65,8,1,0,14,0,10912719,2,1
8,2,4,2,0,0,0,6,2,2,8,0,53,4,2,0,14,2,10912979,1,1
55,17,0,19,0,0,15,1,1,1,11,0,60,4,1,0,14,3,15421328,1,1
-1,-1,1,3,0,1,1,-1,5,3,23,-1,4,5,1,0,12,0,12162433,4,1
15,6,0,5,0,0,6,0,1,4,0,0,29,6,1,0,13,3,14283668,1,1
20,7,3,1,0,0,0,0,3,1,0,0,34,4,1,0,12,3,10238688,2,1
21,14,1,12,0,0,1,0,5,8,0,0,34,3,2,0,12,1,14158823,1,1
30,12,1,5,0,0,5,0,4,2,4,0,38,8,1,0,14,3,14095580,1,1
-1,-1,0,2,0,0,1,0,4,2,6,0,39,8,1,0,14,0,14095580,2,1
20,7,2,21,0,0,0,3,4,4,0,0,29,13,3,0,14,3,14833661,1,1
25,5,3,2,0,0,0,3,1,2,1,0,33,6,1,0,14,1,14383700,1,1
-1,-1,1,6,0,0,1,0,3,3,6,0,40,6,1,0,12,1,10238688,1,1
4,1,2,3,0,0,0,2,2,3,8,0,30,3,1,0,14,4,10599393,1,1
-1,-1,1,8,0,1,1,-1,5,5,2,-1,9,6,1,0,14,0,10829161,5,1
10,2,2,3,0,0,3,2,3,3,15,0,43,4,2,0,13,0,10554043,2,1
-1,-1,0,22,0,1,1,-1,5,1,32,-1,6,5,1,0,12,0,12162433,3,1
16,5,1,6,0,0,0,14,1,2,13,0,42,5,1,0,14,1,10971499,1,1
-1,-1,0,5,0,0,1,7,2,4,0,0,77,6,0,0,14,0,13343172,1,1
-1,-1,2,4,0,1,1,-1,5,3,10,-1,9,5,1,0,14,0,15181501,3,1
-1,-1,0,6,0,0,1,5,1,4,0,0,76,5,0,0,13,0,13547586,1,1
15,2,0,10,0,0,0,3,3,1,0,0,33,4,1,0,13,3,12058518,1,1
-1,0,1,16,0,0,1,4,3,10,16,0,51,12,1,1,14,1,10799899,1,1
-1,-1,1,3,0,0,1,16,3,1,12,0,47,7,2,0,14,1,10296866,1,1
19,6,3,2,0,0,0,0,1,2,0,0,50,3,1,0,14,1,12109827,1,1
-1,-1,1,4,0,0,1,2,2,3,9,0,62,8,0,0,14,0,14945452,1,1
15,7,0,0,0,0,0,0,2,0,0,0,65,8,1,0,14,0,10912719,2,1
20,7,0,3,0,0,0,3,4,3,4,0,29,13,3,0,14,3,14833661,1,1
14,5,1,5,0,0,0,0,2,4,8,0,59,3,1,0,12,2,10930919,1,1
-1,-1,1,21,0,1,1,-1,4,6,21,-1,0,10,0,0,12,0,15531245,4,1
-1,-1,1,2,0,0,1,19,2,2,12,0,25,4,0,0,14,1,15010508,1,1
40,16,1,2,0,0,0,0,2,2,9,0,44,8,1,0,12,0,10573240,1,1
0,0,0,1,0,0,1,0,2,1,0,0,68,3,0,0,14,0,14244708,1,1
-1,-1,0,3,0,0,1,4,2,3,6,0,59,8,0,0,14,3,10094745,1,1
5,0,0,6,0,0,0,7,2,4,4,0,61,2,1,0,14,1,14956551,1,1
10,1,3,20,0,0,0,5,1,5,10,0,49,4,1,0,14,0,13254559,1,1
-1,-1,0,0,0,0,1,3,4,0,4,0,55,7,1,0,12,4,11995933,1,1
-1,-1,0,18,0,0,1,5,1,2,2,0,62,7,0,0,14,4,13454023,1,1
-1,-1,1,3,0,0,1,0,4,3,2,0,42,2,2,0,14,0,13363303,1,1
-1,-1,3,3,0,0,1,0,5,3,21,0,22,5,1,0,14,0,15181501,2,1
-1,-1,0,4,0,0,1,5,1,3,3,5,71,8,0,0,14,0,15486363,1,1
13,2,1,33,0,0,0,3,3,4,0,0,34,4,1,0,13,2,12056932,1,1
-1,-1,2,4,0,0,1,3,2,3,3,0,84,4,0,0,14,0,12222971,2,1
-1,-1,0,3,0,0,1,7,2,3,0,0,71,3,0,0,13,4,10343199,2,1
-1,-1,0,5,0,0,1,0,2,4,6,0,70,5,0,1,14,1,12176841,1,1
-1,-1,2,3,0,0,1,3,2,3,17,0,62,8,0,0,14,0,15414964,1,1
-1,0,3,3,0,0,1,7,5,3,22,3,34,10,1,0,14,1,15141587,1,1
17,5,2,8,0,0,0,2,4,5,1,0,28,6,3,0,14,2,15177045,2,1
-1,-1,0,3,0,0,1,3,2,3,6,0,66,4,0,0,13,0,12070837,1,1
-1,-1,0,4,0,0,1,0,3,4,0,0,67,4,1,0,13,0,14968189,2,1
-1,-1,0,3,0,0,1,0,2,3,13,0,54,2,0,0,14,2,12330401,2,1
10,2,4,6,0,0,0,7,2,4,2,0,43,6,2,0,14,1,10912979,1,1
-1,-1,3,3,0,0,1,0,2,3,29,2,76,7,0,1,12,0,10278004,1,1
15,5,0,6,0,0,0,2,5,4,0,0,33,5,2,0,14,0,14746967,1,1
5,0,0,21,0,0,2,2,3,1,0,0,48,4,2,0,13,0,10554043,1,1
20,5,1,16,0,0,0,3,4,7,5,0,18,6,3,0,14,4,15177045,3,1
-1,-1,0,3,0,0,1,0,2,3,4,0,70,8,0,0,14,0,13519315,2,1
-1,-1,3,20,0,0,1,25,2,5,1,0,54,2,0,1,13,1,10491081,1,1
7,2,4,7,0,0,0,5,2,5,2,0,58,3,2,0,14,3,10912979,1,1
18,7,3,3,0,0,3,7,1,3,3,1,32,4,1,0,12,1,14731271,1,1
-1,-1,3,22,0,1,1,8,3,6,0,0,75,2,0,0,12,0,14810103,1,1
-1,0,1,11,0,0,1,4,3,5,16,0,51,12,1,1,14,1,10799899,1,1
-1,-1,1,11,0,0,1,0,2,5,11,0,54,4,1,0,13,0,12246801,1,1
-1,-1,3,21,0,0,1,6,2,6,0,0,61,8,0,0,14,1,10094745,1,1
-1,-1,0,0,0,1,1,-1,4,0,0,-1,0,5,1,0,14,0,14630196,3,1
-1,0,2,3,0,0,1,3,3,3,12,0,45,10,1,1,14,0,10799899,1,1
-1,0,0,6,0,0,1,5,2,5,0,1,43,5,1,0,12,1,13325495,2,1
18,14,1,25,0,0,0,3,4,5,13,0,33,4,2,1,14,1,13359511,1,1
-1,-1,1,6,0,1,1,-1,5,5,25,-1,13,6,1,0,14,0,10829161,3,1
20,8,4,2,0,0,0,1,2,2,1,0,51,4,2,0,12,2,10931550,2,1
40,17,1,12,0,0,0,4,1,2,34,0,27,7,1,0,13,3,10819023,1,1
20,5,2,11,0,0,0,3,4,4,17,0,18,6,3,0,14,4,15177045,3,1
-1,-1,0,5,0,2,1,21,3,4,1,0,83,6,1,0,14,0,12066915,3,1
5,-1,2,1,0,0,2,0,4,1,13,0,43,7,3,0,14,1,13487508,1,1
-1,-1,1,17,0,0,1,3,2,5,4,0,56,10,1,0,14,1,13539274,1,1
-1,-1,1,29,0,0,1,7,3,1,14,0,72,7,0,0,13,0,14475502,1,1
-1,-1,0,3,0,0,1,6,3,3,1,0,29,6,0,0,14,0,15074470,2,1
-1,0,1,21,0,0,1,7,5,6,1,0,32,3,1,0,14,2,15141587,1,1
